Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10,Overall Match Percentage
,1,1,0,0,"Data Analytics, Data Science, Machine Learning, Python, SQL, Tableau",24,B.Tech,,2022,,,,,75.0
,2,2,0,1,"MS-Excel, CSS, Computer Vision, Data Analytics, Data Science, Machine Learning, MySQL, Neural Networks, Power BI, Python, Research and Analytics, SQL, Tableau, UI & UX Design, Deep Learning, Java",24,Master of Computer Applications (MCA),Computer Science & Technology,2024,,,,,75.0
,2,2,0,0,"CSS, HTML, Database Management System (DBMS), Java, JavaScript, MS-Office, Machine Learning, Python, Data Analytics, Data Science, Data Structures",24,Bachelor of Engineering (B.E),Information Technology,2024,,,,,75.0
,3,2,0,0,"JavaScript, Python, Data Science, Machine Learning, Tableau, Data Analytics",24,Advanced Certification In Data Science,,2023,,,,,75.0
,3,2,2,2,"Python, Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, SQL, C Programming, C++ Programming, Computer Vision, Git",24,B.Tech,Computer Science & Engineering,2024,,,,,100.0
,2,2,0,2,"Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS SQL Server, MS-Excel, Machine Learning, OpenCV, Power BI, Python, SQL, Statistical Modeling",24,B.Tech,Civil Engineering,2020,,,,,75.0
,3,1,1,1,"Data Science, English Proficiency (Spoken), Python, Data Analytics, English Proficiency (Written), MS-Excel, Power BI, Artificial Intelligence, Computer Vision, Data Structures, Deep Learning, Elasticsearch, Image Processing, MS SQL Server, MS-Office, MS-PowerPoint, Machine Learning, MySQL, Natural Language Processing (NLP), NoSQL, OpenCV, PostgreSQL, Research and Analytics, SQL, Statistics, Tableau",24,B.Tech,Electronics and Communication,2022,,,,,75.0
,2,2,2,2,"C++ Programming, English Proficiency (Spoken), Computer Networks, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Written), Git, GitHub, MS-Excel, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, SQL",24,B.Tech,Computer Science & Engineering,2025,,,,,87.5
,1,1,1,1,"English Proficiency (Spoken), MS-Word, C Programming, C++ Programming, English Proficiency (Written), MS-Excel, MS-PowerPoint, Mathematics, SQL, Data Analytics, Data Science, Deep Learning, Hadoop, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, SPSS, Statistics, Tableau",24,Master of Science (M.Sc),Mathematics,2023,,65.00/100,67.00/67.00,8.80/8.80,100.0
,2,2,2,2,"Adobe Illustrator, Algorithms, Amazon Web Services (AWS), C++ Programming, Cloud Computing, Cloud Firestore, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Figma, Firebase, Flask, GitHub, Heroku, Image Processing, Linux, MS-Excel, Machine Learning, Microsoft Visual Studio, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, Postman, Python, Research and Analytics, Django, Kotlin, SQL",24,B.Tech,,2024,,,,,100.0
,3,2,2,2,"Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Mathematics, Python, Research and Analytics, SQL, Artificial Intelligence, Data Science, Deep Learning, HTML, Hadoop, Machine Learning, Manual Testing, Microsoft Azure, Natural Language Processing (NLP), Neural Networks, Power BI, Statistical Modeling, Tableau",24,Bachelor of Engineering (B.E),Mechanical Engineering,2022,75.00/100,,85.00/85.00,100.00/100.00,75.0
,2,2,0,1,"Data Science, English Proficiency (Written), Machine Learning, Mathematics, Python, Computer Vision, Deep Learning, Heroku, MongoDB, MySQL, SQL",24,B.Tech,Computer Science & Engineering,2023,,8.80/10,81.69/81.69,93.60/93.60,75.0
,2,2,1,2,"Data Analytics, Database Management System (DBMS), Business Analysis, Data Science, Deep Learning, Hadoop, MS-Excel, Machine Learning, NoSQL, Power BI, Python, R Programming, SQL, Tableau, Natural Language Processing (NLP)",24,Integrated M.Sc.,Data Science,2024,,8.32/10,,,100.0
,3,2,2,0,"Data Analytics, Database Management System (DBMS), HTML, Python, CSS, Data Science, Data Structures, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java",24,Integrated M.Sc.,Data Science,2024,,8.48/10,,,100.0
,2,2,0,0,"Adobe Premiere Pro, MS-Word, Adobe Photoshop, Artificial Intelligence, CSS, HTML, JavaScript, MS-Office, Machine Learning, MySQL, Python, Adobe Photoshop Lightroom CC, C Programming, Java, Tableau",24,B.Tech,Computer Science & Engineering,2023,7.64/9,,,,75.0
,2,1,0,2,"Android, Content Writing, Data Structures, Deep Learning, Figma, Java, MS-Excel, Python, Video Editing, Video Making, Algorithms, Artificial intelligence, CSS, Data Analytics, Data Science, HTML, Machine Learning, SQL",24,B.Tech,Computer Science,2024,,,9.40/9.40,9.00/9.00,75.0
,2,2,0,2,"HTML, C Programming, CSS, Data Science, Data Structures, Deep Learning, JavaScript, MS-Excel, Machine Learning, Node.js, Python, ReactJS, SQL, WordPress, Webflow, jQuery",24,B.Tech,Artificial Intelligence And Data Science,2024,,8.89/9,9.57/9.57,10.00/10.00,100.0
,3,3,3,3,"Business Analysis, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, Research and Analytics, SQL, Tableau",24,,Data Science And Machine Learning,2022,,10.00/10,78.00/78.00,,75.0
,2,2,0,0,"MS-Excel, Power BI, Tableau, Data Analytics, Data Science, Machine Learning, Python, SQL",24,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),Computer Science & Engineering,2021,,69.70/100,,,75.0
,2,2,2,2,"LaTeX, MySQL, R Programming, Data Science, Data Structures, Deep Learning, Machine Learning, MongoDB, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau, MS-Excel",24,M.Sc. in Data Science,Data Analytics,2024,,,,,100.0
,2,0,0,0,"Data Science, MySQL, Python, C Programming, Java, JavaScript, MS-Excel, Tableau",24,Master of Computer Science (M.C.S.),Datascience,2024,,6.88/10,60.00/60.00,,75.0
,2,2,0,1,"MS-Office, Machine Learning, Python, Tableau, Data Analytics, Deep Learning, HTML, Java, MS-Excel, R Programming, SQL",24,Master of Science (M.Sc),Data Science,2023,9.60/10,9.65/10,9.10/9.10,9.80/9.80,87.5
,2,1,1,0,"Bootstrap, C++ Programming, CSS, Chemistry, Content Writing, Django, HTML, JavaScript, MS-Excel, MS-Office, Python, ReactJS, SQL, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), R Programming",24,Integrated B.Tech,Information Technology,2023,,7.50/10,78.00/78.00,,100.0
,2,2,2,0,"C Programming, English Proficiency (Spoken), Machine Learning, Natural Language Processing (NLP), Python, Data Analytics, OpenCV",24,B.Tech,Artificial Intelligence And Machine Learning,2024,,,92.60/92.60,9.50/9.50,87.5
,2,2,2,0,"Data Analytics, Data Science, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, NoSQL",24,Bachelor of Technology (B.Tech),Chemical Engineering,2021,8.64/10,,,,75.0
,3,3,3,3,"C++ Programming, CSS, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, MySQL, Natural Language Processing (NLP), PHP, Python, ReactJS, Computer Vision, Data Analytics, Django, HTML, OpenCV",24,B.Tech,Electronics and Communication,2024,,9.40/10,,,100.0
,2,1,1,0,"English Proficiency (Written), Android, English Proficiency (Spoken), MS-Excel, MS-Word, Python, .NET, Artificial Intelligence, Data Science, Data Structures, Database Management System (DBMS), Django, Java, JavaScript, Jenkins, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, Power BI, SQL",24,Master of Computer Applications (MCA),,2024,87.00/100,,,,75.0
,2,2,0,0,"C++ Programming, Data Analytics, Data Science, Machine Learning, Python, SolidWorks, Flask, MS-Excel, MySQL, Power BI, Tableau",24,Bachelor of Technology (B.Tech),Mechanical Engineering,2020,,7.15/10,,,100.0
,2,0,0,2,"English Proficiency (Spoken), English Proficiency (Written), Image Processing, Internet of Things (IoT), MS-Excel, MS-Office, MS-PowerPoint, PCB Design, Voice-over artist, Voiceover, Adobe After Effects, Amazon Web Services (AWS), Analog And Digital Circuits, Arduino, C Programming, CSS, Cloud Computing, Data Structures, Deep Learning, Digital Signal Processing, Embedded Systems, HR Analytics, HTML, Java, Python, Robotics, Sketch, iOS, Amazon Web Server (AWS), MySQL, SQL",24,B.Tech,,2023,,7.50/10,8.70/8.70,8.40/8.40,75.0
,2,2,2,0,"Node.js, SQL, .NET, Algorithms, Angular 7.0, Artificial Intelligence, Bootstrap, C Programming, C#, C#.NET, C++ Programming, CSS, Computer Networking, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Firebase, Flutter, Golang, HTML, Java, JavaScript, MS SQL Server, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), Python, React Native, ReactJS, Redux",24,Master of Computer Applications (MCA),Computer Science & Engineering,2017,7.67/10,66.75/100,77.80/77.80,79.75/79.75,100.0
,2,2,0,0,"CSS, HTML, Java, Machine Learning, Python, UI & UX Design, Artificial Intelligence, C Programming, C++ Programming, JavaScript, Video Editing",24,B.Tech,Computer And Communication Engineering,2024,,,,,75.0
,2,2,0,2,"Algorithms, Assamese Proficiency (Written), Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Image Processing, Java, MS-Excel, Machine Learning, OpenCV, Oracle, PostgreSQL, Power BI, Python, SQL, SAS",24,Bachelor of Computer Science (B.C.S.),,2023,,3.80/4,,,75.0
,2,1,0,0,"C Programming, HTML, Python, Artificial Intelligence, Machine Learning",24,B.Tech,Computer Science & Engineering,2025,,,,,75.0
,2,2,0,1,"Bootstrap, C++ Programming, CSS, Data Science, Data Structures, Flask, HTML, Machine Learning, Python, Deep Learning",24,B.Tech,Computer Science & Engineering,2024,,,,,100.0
,3,3,2,2,"Data Analytics, Data Science, GitHub, MS-Excel, Machine Learning, Python, Tableau, Algorithms, Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, Java, MS SQL Server, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, PostgreSQL, Power BI, SQL, Statistics",24,B.Tech,Computer Science & Engineering,2023,,86.60/100,,,75.0
,2,2,1,2,"Artificial Intelligence, AutoCAD, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Image Processing, MATLAB, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Python, R Programming, Computer Vision, Gitlab, Natural Language Processing (NLP), OpenCV, SQL, Tableau",24,Dual Degree,Metallurgical & Materials Engineering,2025,,,83.20/83.20,95.80/95.80,100.0
,3,3,3,0,"Algorithms, Amazon Web Server (AWS), Artificial Intelligence, Blockchain, C Programming, C++ Programming, CSS, Computer Vision, Data Science, Data Structures, Eclipse (IDE), Ethereum, HTML, Internet of Things (IoT), Java, JavaFX, JavaScript, Linux, MS SQL Server, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, PHP, Python, ReactJS, SQL, jQuery, Amazon Web Services (AWS), Angular 2.0, Angular 7.0, Data Analytics, Django, Ethical Hacking, MS-Excel, Node.js, OpenCV",24,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),computer science,2023,,7.00/10,,,100.0
,2,3,0,0,"Blogging, CSS, Content Writing, Creative Writing, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Machine Learning, Music, R Programming, Social Media Marketing, UI & UX Design, Unity Engine, Video Editing, Video Making, Android, Blender 3D, C Programming, C#, C++ Programming, Computer Vision, Content Marketing, Database Management System (DBMS), Firebase, Flutter, Hadoop, Image Processing, JavaScript, MATLAB, Python, SQL, Unity 3D, Virtualization, Adobe Photoshop, Java, Kotlin, Unreal Engine",24,B.Tech,Artificial Intelligence And Data Science,2024,,9.25/10,90.00/90.00,,100.0
,2,2,0,2,"Adobe Illustrator, C++ Programming, CSS, Canva, Data Science, Deep Learning, Design Thinking, HTML, JavaScript, Jira, MS-Office, Machine Learning, MySQL, Python, UI & UX Design, CorelDRAW, Creative Writing, Data Analytics, Power BI",24,B.Tech,Computer Science & Information Technology,2024,,9.18/10,71.40/71.40,89.80/89.80,100.0
,3,2,0,1,"Python, Android, CSS, Computer Vision, Data Science, Data Structures, Flask, Git Bash, GitHub, HTML, Internet of Things (IoT), Java, JavaScript, Machine Learning, Neural Networks, SQL, Deep Learning, Django",24,B.Tech,Computer Science & Engineering,2024,7.63/10,,68.76/68.76,77.33/77.33,75.0
,2,2,2,2,"Statistical Modeling, Algorithms, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Tableau, SQL",24,Master of Science (M.Sc),Statistics,2023,6.73/10,8.91/10,64.00/64.00,75.60/75.60,75.0
,2,2,0,2,"Data Science, Deep Learning, Flask, MS-Excel, Machine Learning, MySQL, Plc Programming, Power BI, Python, Research and Analytics, Statistics, Tableau, Data Analytics, Django",24,Bachelor of Engineering (B.E),Instrumentation and Control Engineering,2020,,6.63/10,62.31/62.31,78.00/78.00,100.0
,3,3,3,2,"Angular 7.0, Artificial intelligence, C++ Programming, Computer Vision, Creative Writing, Data Structures, English Proficiency (Written), JavaScript, MS SQL Server, MS-Word, Machine Learning, Natural Language Processing (NLP), Neural Networks, Node.js, Python, SQL, TypeScript, Bootstrap, C Programming, CSS, Data Analytics, Data Science, Deep Learning, Embedded Systems, English Proficiency (Spoken), Express.js, GitHub, HTML, Hadoop, MS-PowerPoint, MongoDB, NoSQL, OpenCV, PostgreSQL, Robotics, jQuery, Java",24,Bachelor of Technology (B.Tech),Information Technology,2023,,,,,100.0
,2,2,0,0,"Bootstrap, CSS, Data Science, Data Structures, HTML, Hibernate (Java), JSP, Java, Machine Learning, Python, SQL, Servlets, Spring MVC",24,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,,8.98/10,60.92/60.92,9.40/9.40,75.0
,3,3,2,3,"Data Analytics, Deep Learning, Image Processing, Machine Learning, Neural Networks, Python, Computer Vision, Data Science, Natural Language Processing (NLP), OpenCV, Tableau",24,B.Tech,Electrical Engineering,2024,,9.12/10,90.40/90.40,10.00/10.00,75.0
,2,1,0,0,"Algorithms, Blogging, C Programming, C++ Programming, CSS, Content Writing, Copywriting, Creative Writing, Data Structures, Database Management System (DBMS), DevOps, Django, English Proficiency (Spoken), English Proficiency (Written), Flutter, HTML, Java, MS-Excel, MS-Office, MS-PowerPoint, Python, SQL, Swing (Java), Bootstrap, Machine Learning, MySQL",24,Bachelor of Technology (B.Tech),Electronics and Communication,2023,,8.00/10,,,87.5
,2,2,1,0,"C Programming, Data Analytics, MS-Excel, MS-Office, Machine Learning, MySQL, Python, SQL, Data Science, Natural Language Processing (NLP)",24,B.Tech,Computer Science,2023,,6.48/10,6.85/6.85,91.40/91.40,100.0
,2,2,1,1,"English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, Blockchain, C Programming, CSS, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Eclipse (IDE), English Proficiency (Spoken), Ethical Hacking, Git, Hadoop, Machine Learning, Physics, Power BI, Python, VS Code, Video Editing, Algorithms, BIG DATA ANALYTICS, C++ Programming, Computer Networks, Deep Learning, Ethereum, HTML, Java, JavaScript, Natural Language Processing (NLP), SQL, STATA",24,B.Tech,Computer Science & Engineering,2023,,,,,100.0
,2,2,0,3,"Deep Learning, Digital Signal Processing, MS-Excel, NoSQL, Research and Analytics, Selenium, Statistical Modeling, Tableau, Artificial intelligence, C++ Programming, Data Science, English Proficiency (Spoken), Financial Modeling, Financial literacy, Machine Learning, MySQL, Power BI, Python, SQL, Stock Trading, Cloud Computing, Computer Vision, Data Analytics, Neural Networks",14,Dual Degree,Mathematics & Mechanical Engineering,2025,,8.88/10,7.60/7.60,10.00/10.00,100.0
,2,2,0,1,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Data Analytics, Data Science, Java, MS-Excel, MS-PowerPoint, Machine Learning, Python, Data Structures, Deep Learning, R Programming, SQL",24,B.Tech,Artificial Intelligence And Machine Learning,2024,,8.07/10,75.00/75.00,85.00/85.00,100.0
,2,2,2,1,"CSS, Data Analytics, HTML, MS-Excel, MS-Office, SQL, WordPress, Business Analysis, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Tableau, jQuery, Deep Learning, Search Engine Optimization (SEO)",24,Master of Technology (M.Tech),Data Science,2022,82.00/100,65.00/100,,,75.0
,1,2,0,1,"Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Machine Learning, MySQL, SQL, C++ Programming, CSS, Data Analytics, Deep Learning, MongoDB, Power BI, Python, R Programming, Research and Analytics, Tableau",24,M.Sc (Information Technology),Data Science,2023,,,,,100.0
,2,2,0,1,"Malayalam, Mathematics, R Programming, Statistical Modeling, Statistics, BIG DATA ANALYTICS, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Written), HTML, MS-Word, Machine Learning, MySQL, Python, Business Analysis, Business Research, C Programming, Computer Vision, Data Structures, Deep Learning, Google Analytics, Hadoop, MS SQL Server, MS-Excel, Power BI, Research and Analytics, SQL, Tableau",24,Msc.Data Analytics,Data Analytics,2024,,,95.00/95.00,90.00/90.00,100.0
,3,2,0,2,"C Programming, Flask, Python, Artificial intelligence, C++ Programming, Database Management System (DBMS), Deep Learning, MS-Excel, Machine Learning, MySQL",24,B.Tech,Computer Science & Engineering,2023,,8.28/10,,,87.5
,2,2,2,0,"English Proficiency (Spoken), Artificial Intelligence, Data Analytics, Data Science, Data Structures, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, R Programming, Statistics",24,B.Tech,Artificial Intelligence And Data Science,2025,,9.45/10,,,100.0
,2,1,0,0,"CSS, Data Analytics, Data Science, Data Structures, HTML, JavaScript, Python, ReactJS, Artificial intelligence, Bootstrap, C++ Programming, Django, Machine Learning, Node.js, WordPress, jQuery",24,B.Tech,Computer Science & Engineering,2025,,,74.40/74.40,94.40/94.40,100.0
,2,3,0,0,"Machine Learning, Arduino, C++ Programming, CSS, Computer Vision, HTML, Internet of Things (IoT), Java, Python",24,B.Tech,Electronics and Telecommunication Engineering (ETE),2024,,8.34/10,87.60/87.60,96.60/96.60,75.0
,3,2,0,2,"Python, Data Structures, Deep Learning, Machine Learning, Computer Vision, Data Science",24,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,,9.20/10,,,75.0
,2,1,0,0,"MS-Excel, MS-Office, Python, Machine Learning, R Programming",24,Master of Science (M.Sc),financial economics,2023,,,,,75.0
,1,1,0,1,"English Proficiency (Spoken), English Proficiency (Written), C++ Programming, CSS, Data Structures, HTML, JavaScript, MS-Excel, MS-PowerPoint, Microsoft Visual Studio, SQL, Tailwind CSS, Algorithms, Computer Vision, Deep Learning, Machine Learning, Python, ReactJS, Sanskrit Proficiency (written)",24,Bachelor of Technology (B.Tech),Computer Science,2024,,3.02/4,93.15/93.15,90.00/90.00,87.5
,3,3,2,0,"Business Analysis, Business Research, Data Analytics, Data Science, Machine Learning, Power BI, Python, SQL, Statistical Modeling, Tableau, Data Structures, Jira, Natural Language Processing (NLP), Product Management, Project Management",24,Master of Science (M.Sc),Analytics,2023,7.10/10,,,,75.0
,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Artificial Intelligence, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), HTML, Machine Learning, Market Research, MySQL, Neural Networks, Online Teaching, Python, Research and Analytics, Robotic Process Automation (RPA), Teaching, VS Code",24,B.Tech,Computer Engineering In Artificial Intelligence,2025,,,,,87.5
,2,2,0,0,"Data Science, Machine Learning, Python",24,Master of Information Technology (M.I.T.),Machine Learning,2023,83.20/100,56.80/100,64.00/64.00,82.00/82.00,75.0
,2,2,2,2,"Algorithms, Artificial Intelligence, C Programming, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, C++ Programming",24,B.Tech,Artificial Intelligence And Machine Learning,2024,,7.98/10,90.26/90.26,92.42/92.42,100.0
,3,2,0,2,"Python, Artificial Intelligence, C Programming, C++ Programming, Deep Learning, Linux, Machine Learning, JavaScript, R Programming",24,B.Tech,Artificial Intelligence & Data Science,2025,,,,,75.0
,2,1,0,0,"Python, Android, Data Science, Data Structures, Java, Machine Learning",24,B.Tech,Computer Science,2024,,7.83/10,7.80/7.80,7.30/7.30,75.0
,3,3,3,3,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Statistics, Tableau",24,B.Tech,Mechanical,2022,72.86/100,8.13/10,82.20/82.20,88.33/88.33,75.0
,2,2,0,0,"C Programming, CSS, Database Management System (DBMS), Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), HTML, SQL, C++ Programming, Creative Writing, Data Structures, MS-Excel, Machine Learning, Python, Social Media Marketing, Video Making",24,B.Tech,Computer Science,2023,,7.00/10,9.73/9.73,9.00/9.00,87.5
,3,3,2,2,"C Programming, C++ Programming, CSS, HTML, Machine Learning, Python, SQL, Deep Learning, Natural Language Processing (NLP)",24,B.Tech,Computer Science & Engineering,2024,,,87.00/87.00,,75.0
,2,2,0,1,"Artificial Intelligence, Data Analytics, Data Science, MS-Excel, Machine Learning, Power BI, Python, R Programming, SQL, Data Structures, Deep Learning",24,Master of Science (M.Sc),Data Science,2023,8.73/10,,90.00/90.00,97.00/97.00,100.0
,3,3,3,3,"Android, Computer Vision, Content Writing, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Flask, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, R Programming, SQL, Algorithms, Data Structures",19,Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,,7.00/7,,,100.0
,2,3,2,2,"Cloud Computing, Data Science, Data Structures, MS-Excel, Machine Learning, Bootstrap, CSS, Computer Vision, Content Writing, Data Analytics, Deep Learning, HTML, JavaScript, Natural Language Processing (NLP), Neural Networks, Node.js, Python, SQL, MySQL, ReactJS, jQuery",24,B.Tech,Computer Science & Engineering,2024,,9.07/10,97.30/97.30,9.80/9.80,75.0
,3,3,0,0,"Algorithms, Git, GitHub, Machine Learning, Python, C Programming, CSS, Data Science, Data Structures, HTML, MySQL, SQL",24,B.Tech,Computer Science & Engineering,2024,9.77/10,,,,100.0
,2,2,0,0,"C++ Programming, CSS, Data Analytics, Data Science, HTML, JavaScript, MS-Excel, Machine Learning, Node.js, Power BI, Python, React Native, SQL, Tableau",24,B.Tech,,2024,,,,,100.0
,2,2,0,2,"Data Science, Data Structures, Deep Learning, Django, Flask, JavaScript, Machine Learning, Python, C Programming, Computer Vision, Data Analytics, OpenCV, Power BI, SQL",24,Bachelor of Technology (B.Tech),Information Technology,2022,,8.50/10,9.20/9.20,9.60/9.60,100.0
,2,2,0,0,"Data Science, MS-Excel, Machine Learning, Python, SQL, C Programming, MATLAB, R Programming",24,Master of Technology (M.Tech),Information Technology,2022,8.86/10,7.48/10,77.00/77.00,8.20/8.20,100.0
,2,2,0,0,"SQL, Artificial intelligence, C Programming, Data Science, MATLAB, MS-Excel, Machine Learning, Python, Tableau, Data Analytics",24,B.Tech (Hons.),Electrical and Electronics Engineering,2023,,6.10/10,72.00/72.00,,100.0
,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Tamil Proficiency (Spoken), Tamil Proficiency (Written), Data Analytics, Data Science, Machine Learning, NoSQL, PostgreSQL, Python, SQL",24,Advanced Certification In Data Science,Data Science,2023,85.00/100,7.83/10,87.70/87.70,95.80/95.80,75.0
,2,2,0,0,"English Proficiency (Written), Mathematics, Statistics, Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL",24,Master of Science (M.Sc),Statistics,2023,9.20/10,,69.00/69.00,81.50/81.50,100.0
,1,1,0,1,"C Programming, C++ Programming, Data Structures, Database Management System (DBMS), Java, Artificial Intelligence, Deep Learning, Machine Learning, Python",24,Bachelor of Engineering (B.E),Artificial Intelligence And Machine Learning,2024,,8.90/10,86.00/86.00,,87.5
,3,3,2,3,"Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Research and Analytics, Data Analytics, Data Science, Natural Language Processing (NLP), R Programming, REST API",24,Bachelor of Science (B.Sc),computer science,2025,9.38/10,,9.60/9.60,,100.0
,3,2,1,1,"Python, Algorithms, Computer Vision, Data Science, Data Structures, Machine Learning, Data Analytics, Deep Learning, MS-Excel, Natural Language Processing (NLP), Neural Networks",24,B.Tech,Computer Science & Engineering,2024,,9.20/10,,,75.0
,2,2,2,0,"Data Analytics, HTML, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistics, Data Science, REST API, SQLite",24,Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2017,,61.28/100,,84.18/84.18,75.0
,2,1,0,0,"C++ Programming, Computer Vision, English Proficiency (Spoken), English Proficiency (Written), HTML, JavaScript, Python, CSS, Data Science, Internet of Things (IoT), Machine Learning, R Programming, SQL",24,Bachelor of Technology (B.Tech),Computer Science & Engineering,2023,,,,,100.0
,2,2,2,0,"Data Science, Machine Learning, Natural Language Processing (NLP), PostgreSQL, Python, SQL",24,PG Diploma in Data Science,,2019,,6.50/10,,,75.0
,2,2,0,0,"Algorithms, C Programming, C++ Programming, Data Science, Java, Machine Learning, Python, SQL",24,B.Tech,Computer Science & Engineering,2025,,,87.00/87.00,,100.0
,2,2,0,2,"Amazon Web Services (AWS), C Programming, Computer Networking, Deep Learning, Embedded Systems, HTML, Machine Learning, Python, ARM Microcontroller",24,B.Tech,Electronics and Communication,2023,,6.10/10,,9.30/9.30,75.0
,2,2,2,1,"Artificial Intelligence, Data Analytics, Data Science, Data Structures, MS-Excel, MS-Word, Machine Learning, Natural Language Processing (NLP), Neural Networks, Power BI, Python, Tableau, BIG DATA ANALYTICS, Computer Vision, Database Management System (DBMS), Deep Learning, Image Processing, MySQL, R Programming",24,Post Graduation Diploma,Data Science,2023,8.00/10,8.11/10,,62.30/62.30,100.0
,2,1,0,0,"MS-Excel, MS-PowerPoint, MS-Word, Python, AutoCAD, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Image Processing, Machine Learning, MongoDB, MySQL",24,Integrated B.E & M.Tech,Mechanical Engineering,2020,,8.00/8,6.00/6.00,7.00/7.00,75.0
,2,2,0,0,"CSS, Data Science, Django, Machine Learning, Python, HTML",24,Bachelor of Technology (B.Tech),Aeronautical Engineering,2019,,6.93/10,7.30/7.30,6.21/6.21,75.0
,2,2,0,0,"Bootstrap, CSS, Data Science, HTML, Java, JavaScript, Machine Learning, Python",24,B.Tech,Mechanical Engineering,2023,,8.00/8,,,75.0
,3,3,2,3,"Data Analytics, Data Science, Data Structures, Deep Learning, Machine Learning, MySQL, NoSQL, PostgreSQL, Python, SQL, Algorithms, C++ Programming, Computer Vision, Django, Docker, Git, GitHub, Natural Language Processing (NLP), Neural Networks, Amazon Web Server (AWS)",24,B.Tech,computer science,2022,81.20/100,,,,100.0
